,DTP_1,DTS_1,GR_1,MD_1,NPHI_1,RT_1,RHOB_1
10542,82.678215,154.2607,82.64408,2426.522,,4.7377143,2.522873
10543,81.44825,150.45358,75.735695,2426.9758,,4.7719574,2.5238724
10544,77.98115,142.68858,77.71407,2427.4993,,5.5629005,2.5455754
10545,79.4499,145.0703,89.7413,2428.0195,,5.3146286,2.546786
10546,82.711815,150.11989,93.69751,2428.5078,,4.4709716,2.545825
10547,82.504005,150.36684,86.73371,2429.022,,3.6775331,2.5674052
10548,81.297386,147.85466,82.59182,2429.4856,,5.057083,2.6078136
10549,80.5046,144.68678,83.887085,2430.0276,,5.8072143,2.6587944
10550,80.45808,144.12508,87.04211,2430.4937,,5.767572,2.6484802
10551,80.12428,144.05545,92.24664,2431.0066,,6.754867,2.6136904
10552,79.95048,144.79257,92.7774,2431.512,,7.1036425,2.6233776
10553,77.71145,144.78192,86.32182,2432.0125,,6.608886,2.6450825
10554,73.32341,140.69627,85.360016,2432.5403,,5.8242507,2.6520545
10555,72.46437,140.24226,81.35172,2432.9917,,4.5453334,2.632575
10556,77.43964,149.84308,70.06214,2433.5176,,5.556714,2.582561
10557,83.18277,159.07399,66.981804,2433.9976,,5.778872,2.5641062
10558,85.702,159.37663,68.62917,2434.5264,,5.4503665,2.542918
10559,86.81979,157.05861,71.179985,2434.977,,5.6071167,2.4954422
10560,84.59423,153.19942,72.43972,2435.5032,,4.4857144,2.522328
10561,79.94234,148.95857,71.71418,2436.0044,,4.8402286,2.605224
10562,77.999214,149.24762,71.07666,2436.5122,,5.370367,2.6446226
10563,76.693306,147.5449,69.66391,2437.0032,,5.8914714,2.6327412
10564,74.99771,140.85056,68.10823,2437.489,,6.547,2.621211
10565,75.19443,137.13702,68.5313,2437.994,,6.673034,2.6280031
10566,75.49214,136.49196,69.51226,2438.5022,,6.5153503,2.6083195
10567,75.2958,134.91797,67.75476,2438.9883,,6.836686,2.5314424
10568,78.62417,137.42879,65.82612,2439.4749,,6.0686426,2.4819057
10569,86.154915,147.74637,65.93679,2439.997,,3.9149334,2.4923606
10570,89.606094,159.7058,67.208275,2440.5107,,3.4486427,2.4989898
10571,87.49108,162.37082,69.86257,2440.9797,,4.1211,2.5190945
10572,83.92511,154.83264,70.48148,2441.5212,,4.5960164,2.5733416
10573,80.551575,146.71269,69.25355,2441.982,,4.4563165,2.6025922
10574,77.51691,140.0602,68.69816,2442.5178,,5.5459285,2.6062841
10575,77.09297,138.49654,70.33562,2442.9648,,6.792629,2.6135137
10576,75.76538,135.6321,72.869125,2443.5073,,6.6101665,2.618414
10577,71.00048,130.36151,65.179794,2444.0095,,7.3677716,2.6121714
10578,68.10722,126.93775,56.155994,2444.5032,,8.558072,2.6194694
10579,69.16195,125.97056,56.90372,2445.0159,,8.869283,2.6293175
10580,71.700325,128.60786,59.659092,2445.4934,,9.231783,2.6186702
10581,75.49845,133.9571,64.83718,2446.0156,,8.987343,2.613394
10582,77.12113,136.84239,69.405426,2446.4893,,8.832214,2.6260905
10583,77.89769,137.44891,68.217865,2447.001,,10.781384,2.6260293
10584,78.05089,137.83038,66.314186,2447.479,,11.200883,2.60535
10585,76.32107,137.63664,67.576035,2448.0007,,10.907515,2.5995786
10586,72.03006,135.29051,68.641975,2448.4958,,13.321614,2.6023011
10587,68.266365,132.34254,56.585453,2448.9866,,20.636,2.6056848
10588,71.54014,133.00749,51.682583,2449.506,,21.708685,2.6169796
10589,75.28492,134.1783,65.87494,2449.9866,,17.657757,2.5875823
10590,75.406944,132.56726,75.2364,2450.5027,,16.28265,2.5643687
10591,74.51072,131.12222,69.980934,2450.9722,,17.307066,2.5761836
10592,74.6005,131.8022,61.443134,2451.5112,,17.925829,2.5842133
10593,74.4636,131.58354,59.00372,2451.9912,,17.67383,2.5983136
10594,73.10836,129.7653,59.586918,2452.4885,,19.0129,2.5990646
10595,73.649284,129.04128,64.44183,2453.0237,,20.413172,2.5811684
10596,74.3971,129.52238,64.65437,2453.4968,,20.827785,2.5789192
10597,73.8821,130.60924,60.218353,2454.0164,,21.099783,2.5891633
10598,76.1998,134.45479,59.598705,2454.474,,19.030933,2.5950544
10599,80.53007,139.90396,62.57243,2455.0093,,12.897215,2.591807
10600,80.544495,139.80817,64.772995,2455.4824,,8.462385,2.592666
10601,78.30419,137.45671,66.70319,2456.0017,,7.37755,2.6152399
10602,78.27956,137.81117,67.86442,2456.501,,8.829129,2.6458592
10603,78.95642,138.50818,76.75331,2456.9941,,8.620528,2.6531997
10604,78.590004,138.42473,102.198906,2457.529,,6.2826667,2.6107411
10605,78.483574,139.53575,101.72653,2457.9866,,5.917017,2.5722425
10606,80.63678,144.16896,80.40915,2458.5066,,6.7051578,2.578431
10607,84.49919,149.997,75.09148,2458.9795,,6.5348,2.600016
10608,91.7694,154.48427,76.80472,2459.515,,5.8419,2.6014922
10609,94.0941,154.48209,78.01612,2460.012,,5.2953997,2.5978224
10610,89.95385,154.0759,79.43421,2460.4927,,5.132157,2.59501
10611,87.047585,156.26094,83.66888,2461.0312,,4.8995166,2.5961788
10612,85.6657,156.41788,88.55072,2461.5012,,4.789783,2.5983202
10613,84.05452,155.36406,88.45446,2462.0176,,6.714086,2.6068118
10614,87.09866,159.24783,89.43271,2462.4783,,8.4894,2.6087158
10615,94.369896,166.79503,92.869774,2463.0164,,8.3935,2.5802884
10616,97.17564,163.76338,93.31255,2463.487,,7.8320503,2.5677578
10617,93.98871,158.94267,95.01419,2464.0024,,8.155886,2.5848336
10618,89.375984,161.09373,93.35658,2464.4841,,7.4578424,2.590885
10619,86.140755,161.12587,86.88255,2465.002,,6.005817,2.5921063
10620,85.05671,156.9827,79.79256,2465.5327,,7.7179,2.5997286
10621,85.24537,157.78052,73.14609,2465.9875,,9.412528,2.5999517
10622,89.210785,163.30304,70.95031,2466.5105,,8.782967,2.5933785
10623,94.61863,164.058,81.21248,2466.9875,,7.858383,2.5832102
10624,92.38804,154.1056,84.95427,2467.5186,,9.816086,2.576218
10625,86.46437,149.55748,75.70196,2467.9924,,10.811586,2.5883908
10626,84.5601,154.53151,69.8263,2468.496,,9.519667,2.5947516
10627,86.290794,159.04321,69.58711,2469.0383,,8.157485,2.5965927
10628,86.93191,158.02571,71.61159,2469.5042,,7.3146424,2.5983703
10629,86.39326,154.92412,72.87137,2470.0178,,6.7525,2.5935738
10630,85.49433,152.1387,70.562256,2470.4817,,7.067084,2.6007035
10631,84.141556,150.71652,69.39045,2471.024,,7.087971,2.5953612
10632,83.83765,150.80225,70.28213,2471.4724,,6.296972,2.5847604
10633,83.71902,150.56725,71.23122,2472.0068,,5.6129994,2.602831
10634,83.27328,149.64034,70.59179,2472.5088,,5.9449573,2.6164212
10635,83.48089,149.28459,69.81973,2473.0093,,6.0942283,2.6124961
10636,83.83009,150.1041,73.32353,2473.521,,5.9666,2.6070762
10637,84.84933,152.59227,76.89985,2473.992,,5.902017,2.595585
10638,87.14722,156.33728,74.92343,2474.5146,,5.681243,2.5930305
10639,87.68142,157.35954,72.087234,2474.9944,,5.5784574,2.5957837
10640,86.144554,155.47388,71.52225,2475.507,,5.7344995,2.591148
10641,85.40649,153.99374,78.57998,2475.9988,,6.0918427,2.5944817
10642,85.15565,153.11462,79.28965,2476.5,,6.5689573,2.5959454
10643,85.18631,152.8346,73.840225,2477.0012,,7.038928,2.5958438
10644,84.94604,152.20383,79.200294,2477.4932,,7.325016,2.5952296
10645,81.998276,147.65501,86.7038,2478.0054,,8.004543,2.657
10646,75.45361,139.18047,85.234024,2478.4856,,8.408087,2.75057
10647,71.803215,137.58661,86.22779,2479.008,,8.377316,2.792694
10648,79.10113,150.68846,91.284294,2479.479,,7.4536,2.7239056
10649,85.70131,159.37822,91.55132,2479.9907,,6.641429,2.6255991
10650,84.6524,155.24007,84.41611,2480.4915,,6.9040713,2.6179872
10651,84.97901,153.08253,81.92577,2480.9932,,6.94195,2.6189764
10652,86.39127,154.26,84.4526,2481.5286,,6.6865573,2.6050875
10653,85.58079,154.51591,81.36941,2481.976,,6.4978147,2.6117377
10654,86.31231,157.72882,79.087395,2482.5183,,6.1641164,2.5993087
10655,89.46371,160.90567,80.50428,2482.982,,6.3705,2.589571
10656,90.46194,162.1126,80.35267,2483.4958,,7.4839563,2.5742636
10657,87.579216,159.50395,77.84092,2483.9612,,8.788957,2.555351
10658,84.29025,152.39662,76.62545,2484.5042,,8.791934,2.5829723
10659,82.89192,147.96902,80.13305,2485.0073,,9.6581135,2.605427
10660,81.81049,145.20984,83.17603,2485.4814,,12.419729,2.6025379
10661,81.09942,142.1472,81.235565,2486.0122,,16.830317,2.6036973
10662,80.64835,140.85052,82.027336,2486.4897,,18.42575,2.6009421
10663,79.956856,140.28632,77.72607,2487.0125,,15.697915,2.5764246
10664,83.45847,142.18542,74.99938,2487.4673,,13.773628,2.5556371
10665,90.51943,147.24423,90.03189,2487.9978,,13.3761835,2.563504
10666,87.67796,148.72015,104.72883,2488.5159,,13.898415,2.5795865
10667,81.808655,145.01306,100.687874,2488.997,,14.650528,2.5820522
10668,79.87444,137.6928,83.787766,2489.513,,15.653066,2.5830443
10669,80.224884,131.49904,84.30228,2489.983,,15.252418,2.5863636
10670,82.70104,134.50203,101.21697,2490.522,,13.231813,2.5733426
10671,86.66211,151.05731,99.9159,2490.9822,,12.0223,2.5538793
10672,90.31919,176.63835,88.21747,2491.499,,10.909466,2.522692
10673,88.59876,187.61714,81.97757,2491.9685,,10.444417,2.5045695
10674,83.213646,176.1776,79.390236,2492.5078,,12.749085,2.5536878
10675,79.354706,158.44994,89.97583,2492.9878,,14.559857,2.5957758
10676,76.65098,144.51308,97.046814,2493.485,,15.2517,2.5981886
10677,75.43022,138.13884,86.74581,2494.0203,,14.898142,2.5914297
10678,75.27083,136.00023,81.28624,2494.4934,,14.093872,2.5910256
10679,75.05606,134.84154,86.459435,2495.013,,13.173583,2.5738595
10680,74.790016,134.77571,94.41952,2495.471,,11.738351,2.553565
10681,76.81231,136.35515,94.70231,2496.0056,,10.717,2.543643
10682,81.25012,140.19554,86.56766,2496.499,,11.189258,2.5641365
10683,85.44648,147.2139,85.11315,2496.998,,11.350284,2.600708
10684,86.14302,159.84416,87.63574,2497.5178,,10.224985,2.5859191
10685,84.6026,163.67867,83.02515,2497.991,,9.9693575,2.5125446
10686,84.283485,151.3868,78.32821,2498.5261,,11.401299,2.4929063
10687,85.3946,140.00789,80.58481,2498.9832,,10.74685,2.5246215
10688,87.068,131.9576,84.01914,2499.5032,,8.472929,2.5377474
10689,89.57441,131.00027,81.207726,2499.976,,7.5559716,2.55046
10690,92.24192,144.59933,74.36128,2500.5117,,6.4714665,2.5304377
10691,91.658295,166.65823,71.86983,2501.0085,,5.5751715,2.5230978
10692,90.00819,185.49586,77.43615,2501.489,,5.3243423,2.5288267
10693,91.42019,192.18375,84.15249,2502.0276,,5.8831334,2.5157115
10694,94.698265,190.21193,85.758575,2502.4978,,10.3453,2.5083437
10695,91.49078,186.27736,84.08673,2503.014,,16.189371,2.6432068
10696,84.4327,167.05508,80.517914,2503.4944,,13.8487425,2.7096274
10697,85.00125,144.23476,80.0439,2504.0134,,9.192334,2.5851927
10698,90.72893,149.45601,79.39386,2504.5044,,9.3967,2.5548904
10699,92.92453,165.04558,75.82516,2504.999,,9.349257,2.5801632
10700,93.182884,170.5137,70.26756,2505.5212,,9.55885,2.5916834
10701,93.28925,162.2114,67.60538,2505.9988,,8.998366,2.6135023
10702,93.34671,152.59988,69.01477,2506.511,,8.012842,2.5954034
10703,93.366394,149.80373,69.0666,2506.9841,,6.858857,2.5570023
10704,93.53342,147.6808,66.98103,2507.5068,,6.4884834,2.5376112
10705,93.53074,146.38635,69.17326,2507.9844,,7.0189667,2.4874382
10706,92.49503,149.95448,82.07137,2508.4968,,5.9125857,2.5344193
10707,90.93264,157.76923,91.27469,2508.9902,,5.1098,2.9379284
10708,90.67804,170.05202,92.22394,2509.493,,4.8307004,3.0327814
10709,90.051674,180.22331,90.6697,2510.035,,4.964742,2.6649349
10710,88.927055,182.8596,88.04598,2510.4824,,5.474114,2.5688055
10711,88.04512,183.10378,88.18095,2511.0176,,6.024033,2.5573623
10712,87.298004,175.0705,91.18165,2511.4788,,5.766333,2.5741017
10713,87.263245,167.39319,94.18475,2512.0203,,5.424414,2.5898685
10714,87.901344,166.39696,93.850204,2512.4895,,5.6654716,2.588046
10715,87.951836,157.83437,90.055725,2513.003,,6.29945,2.5776155
10716,86.26845,149.4774,85.32133,2513.5254,,6.5930285,2.5639355
10717,84.76902,149.32698,82.992256,2514.0115,,6.388257,2.5601633
10718,84.069626,150.87375,86.607346,2514.498,,6.0086503,2.5541053
10719,84.09327,147.74681,89.10048,2515.006,,5.9369664,2.546113
10720,84.22128,142.7151,90.88734,2515.511,,5.940086,2.5417614
10721,83.53457,140.79036,90.688286,2515.9963,,6.403186,2.5620587
10722,81.75484,142.18062,88.25965,2516.488,,8.085967,2.6059883
10723,80.378075,144.6097,91.268105,2516.9954,,8.203614,2.5903664
10724,79.89607,145.4329,96.881485,2517.4968,,7.1002426,2.5432584
10725,81.113655,145.76593,101.32696,2518.0227,,6.4732995,2.5546377
10726,83.35166,146.43141,100.516914,2518.4736,,6.74275,2.6081946
10727,83.49842,146.62132,97.83749,2519.002,,7.5648856,2.634899
10728,81.68157,145.7715,95.77209,2519.4824,,8.080443,2.618724
10729,80.119835,142.7284,94.09295,2520.008,,8.14615,2.5924227
10730,79.53135,140.75392,93.03287,2520.4597,,9.140468,2.5847528
10731,79.65789,145.41708,92.76125,2520.987,,10.0590725,2.6101437
10732,81.65526,153.28578,93.14256,2521.4883,,8.297458,2.6254437
10733,83.46147,155.53023,95.59385,2521.993,,5.9417667,2.6187932
10734,83.54907,151.33578,96.93206,2522.5066,,5.673686,2.6001747
10735,83.37005,149.64919,95.483986,2522.9724,,5.552442,2.5977943
10736,83.75077,152.19551,95.16099,2523.515,,5.43175,2.6059873
10737,85.262955,155.0676,98.19058,2523.9783,,5.74205,2.6059687
10738,87.07702,156.37753,102.03806,2524.493,,6.057,2.6027563
10739,87.1022,155.66017,102.62485,2524.9805,,6.1669707,2.5936706
10740,85.87216,154.24983,98.6784,2525.5007,,6.3160167,2.5884032
10741,85.15718,153.07529,93.642715,2526.0242,,6.6142707,2.5928576
10742,85.02334,153.1873,92.78868,2526.478,,6.938243,2.6009367
10743,85.1966,155.06903,93.47842,2527.0088,,6.92265,2.5980892
10744,86.105286,156.91566,92.5925,2527.4866,,6.6187,2.5776358
10745,87.60138,157.41512,94.56145,2528.0088,,6.493657,2.5716894
10746,88.2287,155.67645,99.980606,2528.4639,,6.8394427,2.573702
10747,87.460884,150.08875,102.33253,2528.9944,,6.9642673,2.5699303
10748,85.34933,145.00452,88.897385,2529.5127,,6.740386,2.5823932
10749,83.3191,144.4363,77.97007,2529.994,,6.6202574,2.5985432
10750,82.62386,146.12541,74.57808,2530.51,,6.5113006,2.6042116
10751,83.59273,147.13123,74.64282,2530.9797,,6.805966,2.6073
10752,84.895676,148.16751,81.091835,2531.5186,,6.606514,2.5986156
10753,85.66661,148.48682,98.57519,2531.9785,,6.268228,2.586124
10754,84.913185,148.14136,115.209564,2532.4958,,6.223917,2.5811727
10755,81.78122,147.39478,102.95423,2533.0095,,6.6789575,2.563334
10756,79.29344,145.02412,90.06002,2533.5042,,7.436686,2.5661612
10757,78.40263,141.71408,87.89068,2534.024,,8.634049,2.6006727
10758,77.96291,139.92749,82.317726,2534.4817,,10.492084,2.6121848
10759,75.22582,137.86658,80.81028,2535.017,,13.803499,2.6102874
10760,72.446785,135.0072,81.28101,2535.4902,,16.76126,2.6073618
10761,74.81532,132.28204,77.4064,2536.0063,,17.2422,2.6074772
10762,78.041534,131.82849,78.76616,2536.4841,,14.928451,2.6232955
10763,75.78737,130.51393,75.90195,2537.002,,18.330156,2.6444416
10764,73.23277,127.08944,75.344086,2537.4958,,18.74677,2.6242137
10765,73.55285,125.88171,73.7041,2537.9917,,14.984784,2.5969646
10766,74.81736,127.83069,64.55366,2538.533,,14.549913,2.6048572
10767,76.23015,129.5742,63.524376,2538.9873,,11.959243,2.603089
10768,79.426476,134.44,68.7843,2539.5225,,8.752383,2.5891898
10769,80.39452,140.5613,73.17459,2539.9766,,7.72675,2.586384
10770,79.935936,145.58382,76.71267,2540.5188,,8.472886,2.5736406
10771,79.26214,146.30725,82.280815,2540.9946,,16.93533,2.5609443
10772,76.78356,141.02765,73.48707,2541.5085,,276.17255,2.5772288
10773,73.45784,131.28633,52.573147,2542.0251,,270.76407,2.6205974
10774,69.98004,120.58883,53.228302,2542.5046,,55.559086,2.6740484
10775,64.43735,111.73569,68.25082,2543.0242,,27.667099,2.7220407
10776,62.229794,115.60635,73.43854,2543.4944,,27.985601,2.7374296
10777,66.7142,125.5935,85.38156,2544.01,,17.242443,2.7342465
10778,74.2299,129.77928,95.474,2544.4905,,12.826556,2.731471
10779,78.925766,128.73651,94.49063,2545.0098,,14.451484,2.7310488
10780,77.259705,127.67129,87.95685,2545.5012,,22.142588,2.7084131
10781,74.05252,127.58829,82.15507,2545.9958,,25.009441,2.6352465
10782,69.81629,128.57455,83.76258,2546.5178,,18.783617,2.5664299
10783,68.79958,130.13817,87.903786,2547.0046,,17.618767,2.5658321
10784,73.41296,131.5023,93.18231,2547.4958,,17.768114,2.573261
10785,76.65228,132.75089,102.854485,2547.9807,,15.695186,2.5588737
10786,77.41006,132.18047,100.26135,2548.5037,,15.073082,2.556605
10787,77.95343,131.65808,86.36387,2549.0308,,15.066813,2.5645952
10788,77.597404,133.67505,82.28296,2549.4814,,13.622742,2.559195
10789,77.501076,140.20877,78.68119,2550.0288,,11.337517,2.5434365
10790,80.12018,147.95473,82.39226,2550.49,,11.080899,2.535794
10791,86.40366,152.42604,99.497894,2551.0378,,12.171771,2.5448582
10792,88.43064,149.02562,101.21899,2551.4673,,12.520857,2.5542078
10793,84.47293,139.6613,90.75534,2552.0142,,12.526,2.5688603
10794,80.24181,133.74733,83.75808,2552.4753,,12.386584,2.5899322
10795,78.36051,131.98944,76.30746,2553.0227,,12.474472,2.5959017
10796,78.71984,133.69261,76.6999,2553.4736,,12.566156,2.5810444
10797,79.26951,140.63472,77.96592,2553.9995,,12.54305,2.573054
10798,81.18952,147.25899,68.5854,2554.5217,,12.398001,2.5720701
10799,83.65179,151.37128,57.511234,2555.0076,,12.486386,2.577097
10800,85.5339,154.00539,55.805264,2555.4983,,13.268117,2.5691335
10801,86.0004,149.14598,57.422115,2555.9849,,14.1043005,2.5558045
10802,83.04922,135.30035,57.375072,2556.508,,15.1512575,2.5759628
10803,77.91856,122.71243,55.89058,2556.9934,,19.136244,2.598099
10804,73.693275,117.45786,54.484623,2557.4846,,27.066933,2.614139
10805,72.4116,118.64509,54.94808,2557.992,,34.196102,2.62008
10806,73.44435,124.747986,64.76395,2558.4937,,35.505142,2.6127338
10807,75.84521,132.34181,76.43923,2559.0195,,28.027384,2.5831337
10808,77.88126,135.95175,79.79824,2559.4705,,19.3528,2.5680249
10809,80.0048,137.64124,79.916885,2559.9985,,23.019257,2.6138728
10810,82.53491,139.05978,80.50146,2560.479,,27.04153,2.616228
10811,83.55332,142.91463,85.77172,2561.0042,,21.6687,2.5592697
10812,83.179085,148.6151,93.21144,2561.4983,,14.3656435,2.539
10813,85.55152,152.4091,96.210175,2561.984,,13.616685,2.5349941
10814,89.63035,152.32822,91.92155,2562.5256,,15.25605,2.5101135
10815,91.33202,151.3296,88.384056,2562.9895,,12.8761,2.4968657
10816,87.7375,147.13795,89.370384,2563.5032,,14.444929,2.4981797
10817,81.856865,137.75159,87.38782,2563.969,,22.204899,2.540976
10818,77.12891,122.9913,71.40777,2564.5115,,37.219067,2.6233146
10819,73.425804,116.70102,55.690403,2564.9744,,53.429935,2.7005262
10820,69.44594,119.41833,53.02681,2565.4888,,41.440685,2.6912103
10821,69.722946,122.67155,56.775986,2565.9768,,25.925074,2.6173189
10822,73.27157,127.23349,60.45418,2566.4978,,27.027838,2.6127589
10823,78.24529,132.24763,65.10293,2567.0142,,27.8081,2.628154
10824,80.56567,133.53156,66.17343,2567.4875,,24.412615,2.6245291
10825,77.5713,132.67131,74.88086,2568.0056,,17.150934,2.608772
10826,74.649124,131.59099,80.22849,2568.4834,,15.110316,2.6008728
10827,71.951836,132.08925,76.65327,2568.999,,17.133173,2.6129758
10828,70.81683,132.8136,75.39572,2569.4941,,17.329586,2.6170852
10829,71.5018,132.61769,76.03135,2569.991,,16.410666,2.6010163
10830,71.8933,130.65924,76.20566,2570.5295,,16.002272,2.5933852
10831,73.12879,127.79206,74.4011,2570.984,,16.308529,2.6054754
10832,74.53336,125.79829,71.02809,2571.5225,,17.218718,2.621631
10833,74.418144,128.45872,71.424774,2571.9766,,17.360483,2.6172829
10834,74.790215,135.73705,74.47007,2572.5154,,16.747957,2.6204166
10835,77.08249,142.36499,81.07731,2572.9692,,16.2335,2.6270554
10836,79.607765,146.59428,88.45058,2573.5085,,14.197,2.6103513
10837,79.586754,143.77876,87.80063,2574.006,,12.120386,2.599608
10838,79.000046,138.28763,87.3289,2574.5007,,11.487214,2.5977075
10839,77.89423,136.05946,79.586586,2575.017,,12.605966,2.610495
10840,77.22761,139.36618,72.204285,2575.4946,,13.599734,2.6139655
10841,77.37281,144.25154,90.04107,2576.0132,,11.744271,2.6045933
10842,77.020424,148.18869,122.76722,2576.4866,,10.278257,2.6022727
10843,77.37953,151.7295,132.99695,2577.003,,9.276299,2.5827985
10844,81.47566,153.82777,122.60354,2577.5227,,8.274942,2.5754707
10845,85.39156,154.31227,125.04844,2578.0115,,7.7897286,2.5848176
10846,86.92698,150.37016,108.231064,2578.5244,,7.5368333,2.5646086
10847,86.281265,141.06593,83.89315,2578.988,,7.223316,2.5501
10848,81.40521,131.98363,74.41573,2579.5295,,8.289515,2.5665421
10849,77.63115,130.27489,68.9693,2579.9966,,10.129242,2.5787954
10850,76.92426,130.25145,73.39459,2580.51,,9.743983,2.587783
10851,75.74249,130.01286,90.51902,2580.9734,,7.579817,2.5971537
10852,73.462204,130.50137,89.95907,2581.5154,,10.366785,2.6025965
10853,74.46948,134.02283,69.72806,2582.002,,13.253856,2.6072962
10854,77.91594,132.50435,62.92019,2582.4958,,11.240334,2.6176047
10855,75.66274,120.14077,63.55461,2583.0217,,10.477172,2.6295197
10856,69.81196,110.9864,59.343273,2583.5015,,36.91406,2.6347291
10857,66.8108,109.79012,57.672024,2584.0305,,69.718056,2.6387315
10858,65.500626,118.03606,53.1883,2584.4812,,46.73263,2.64562
10859,66.141594,129.77931,48.717175,2585.0066,,18.074543,2.6549747
10860,70.432,133.84712,56.742973,2585.5076,,14.2726145,2.633063
10861,74.060646,134.1736,71.07726,2586.0159,,14.8942,2.6007
10862,74.028305,131.45923,80.30712,2586.5063,,24.309858,2.6030462
10863,72.33572,125.824684,75.85958,2586.9922,,28.774542,2.6155388
10864,68.9502,119.88208,62.51057,2587.515,,22.322733,2.6235776
10865,65.873,117.95291,52.60003,2588.0015,,23.139952,2.623493
10866,65.254234,119.06929,49.06685,2588.493,,30.443527,2.5835056
10867,69.48615,123.98117,59.38609,2588.9773,,32.662327,2.5627592
10868,76.18857,130.56635,73.505714,2589.5005,,29.850283,2.568403
10869,76.41361,128.73312,77.03217,2590.0273,,25.249485,2.5331233
10870,72.60333,123.30359,75.680214,2590.465,,26.110773,2.5123384
10871,68.92759,120.78995,57.31039,2591.036,,30.223917,2.5200768
10872,69.803505,124.2349,42.480267,2591.4863,,30.332834,2.518716
10873,73.44968,129.21133,42.88434,2592.018,,31.938244,2.5207276
10874,78.446594,133.0666,62.442577,2592.4663,,30.305344,2.503111
10875,83.18482,137.91603,100.405174,2593.0112,,24.58475,2.4782662
10876,84.31916,139.41626,117.64978,2593.4724,,18.038015,2.4818661
10877,81.464424,139.39987,117.10592,2594.0193,,13.284772,2.492502
10878,76.406105,138.59866,97.34509,2594.4705,,14.3059435,2.5012326
10879,72.3767,131.90714,68.1354,2594.9958,,15.500384,2.494106
10880,71.45501,123.8102,60.057426,2595.5186,,14.823972,2.505326
10881,72.12301,121.562996,63.953262,2596.0042,,15.653786,2.5349333
10882,73.10045,124.16223,67.484695,2596.4954,,23.921684,2.5562718
10883,75.81273,127.91587,69.5771,2596.9812,,27.629366,2.5573368
10884,78.268166,128.69987,74.74198,2597.5044,,23.810041,2.5439303
10885,78.01084,128.68338,80.10516,2597.9993,,22.626774,2.549517
10886,77.613594,129.05244,81.64999,2598.491,,21.341751,2.5650702
10887,77.558876,128.37613,81.75252,2599.01,,21.134756,2.5653656
10888,77.143265,128.9603,84.07873,2599.4902,,19.238201,2.557157
10889,76.25967,133.05331,84.93601,2600.0059,,14.43875,2.5426733
10890,75.959335,137.80891,86.23099,2600.4768,,9.755,2.528317
10891,78.06343,142.06137,89.05624,2600.9954,,9.286357,2.53513
10892,80.36202,146.19434,89.627815,2601.4758,,11.2796,2.5404966
10893,80.24511,150.672,89.927895,2601.991,,10.8882675,2.5344887
10894,79.77341,148.85837,96.396,2602.5051,,8.406086,2.537501
10895,81.090675,138.08168,98.12533,2602.9802,,8.192858,2.545218
10896,78.961914,127.85201,84.135864,2603.5225,,13.98895,2.5783129
10897,74.72195,127.084694,77.02129,2603.9766,,17.951881,2.6074958
10898,72.743576,127.032234,71.63864,2604.5122,,14.681757,2.6373076
10899,72.40637,126.09088,62.78548,2604.9656,,12.739301,2.6511285
10900,73.23699,126.98358,58.841145,2605.508,,12.387417,2.6110623
10901,75.439255,129.188,58.79734,2606.0042,,12.404757,2.58444
10902,76.86118,130.4622,63.2897,2606.4978,,12.468171,2.5942943
10903,76.77903,130.63399,89.83682,2607.0166,,15.23615,2.6060438
10904,75.026634,128.58345,102.645874,2607.494,,20.211283,2.6085596
10905,72.268364,122.832855,81.72544,2608.01,,23.7772,2.598764
10906,69.799675,118.72675,67.47895,2608.4841,,28.693686,2.5994756
10907,67.830635,117.88433,65.963684,2609.0195,,31.044367,2.615638
10908,66.376526,118.09123,64.608505,2609.4768,,28.4105,2.6322207
10909,66.145874,117.967735,63.55512,2609.9958,,28.761099,2.6400254
10910,68.25267,117.27251,59.41626,2610.4907,,25.744913,2.6352372
10911,67.606804,116.73969,56.98185,2611.0044,,23.1187,2.6186526
10912,64.53764,116.53616,57.599163,2611.5205,,25.405514,2.6212106
10913,64.34928,115.239044,57.58392,2611.9807,,27.828913,2.6416411
10914,65.99233,112.42109,66.45814,2612.5193,,26.712431,2.6391435
10915,67.57776,114.785164,76.29418,2612.9897,,19.840418,2.622766
10916,68.86877,120.03222,77.834236,2613.5056,,17.024443,2.604783
10917,69.21093,120.66753,77.58039,2613.9873,,17.471884,2.5962548
10918,69.24685,120.41738,77.5191,2614.5056,,19.119534,2.6056423
10919,69.5799,122.787865,70.07877,2615.0376,,18.766455,2.6072662
10920,69.100044,124.516556,62.95418,2615.4917,,16.1356,2.5944421
10921,68.653534,128.88336,61.062653,2616.0137,,11.75685,2.585253
10922,69.6802,134.14507,61.634525,2616.4915,,9.714499,2.5868883
10923,74.03405,138.34302,68.86257,2617.0225,,10.9936285,2.5885897
10924,77.068375,144.47803,77.64795,2617.4766,,12.219586,2.543269
10925,78.15947,151.72644,77.14299,2617.999,,13.690834,2.4809656
10926,78.95708,154.48717,84.18966,2618.5188,,12.874543,2.4863894
10927,78.016266,154.5498,100.70559,2619.0078,,10.083171,2.5114233
10928,77.32276,151.31898,105.85747,2619.5208,,8.58475,2.5446568
10929,78.02732,141.56497,100.092995,2619.9849,,10.751067,2.5680368
10930,78.68783,128.17702,84.88552,2620.5266,,18.756573,2.58062
10931,76.9385,123.435585,77.33685,2620.993,,21.9764,2.5812688
10932,75.46231,123.09213,79.2439,2621.5068,,29.850698,2.5624359
