,DTP_1,DTS_1,GR_1,MD_1,NPHI_1,RT_1,RHOB_1
5416,91.48548,157.00299,155.5304,2707.9968,0.15778053,6.672471,2.4712708
5417,91.10547,159.12503,157.96692,2708.5142,0.16429235,7.001283,2.404843
5418,93.39839,154.46918,163.28487,2709.0142,0.16652,9.824833,2.411019
5419,92.88241,155.94774,167.20793,2709.5137,0.18222202,12.824315,2.4102263
5420,93.660545,156.87968,170.61502,2709.9824,0.19363105,11.846758,2.4080348
5421,93.297745,152.88696,167.81248,2710.5066,0.19436225,13.16835,2.4247372
5422,90.664925,149.20378,165.20653,2710.9766,0.18232647,19.4577,2.4398656
5423,88.95288,150.11844,156.67734,2711.5002,0.16864249,19.09637,2.455373
5424,90.491516,152.6238,152.37357,2711.9683,0.17219892,15.9946575,2.4440014
5425,93.60045,157.02357,158.98622,2712.494,0.18277834,13.351283,2.3924196
5426,95.71439,160.03064,161.1884,2713.0178,0.1866637,11.470957,2.380785
5427,96.131905,159.17097,162.18077,2713.487,0.18438551,11.267157,2.3947103
5428,95.33072,158.32368,161.59993,2714.0103,0.18187234,11.8324,2.4159381
5429,96.25932,159.13945,173.82019,2714.478,0.18853351,10.613817,2.4119487
5430,95.38388,152.61948,178.80449,2715.0298,0.18776724,10.277629,2.421984
5431,91.111984,148.35852,162.8225,2715.4746,0.17620549,12.032571,2.4450302
5432,88.03079,158.16554,151.47571,2715.9976,0.18592411,10.781217,2.4262772
5433,91.88368,161.34956,151.61472,2716.521,0.1992715,9.492429,2.4005265
5434,94.02107,155.95367,150.49068,2716.9902,0.18866105,11.025529,2.3978379
5435,92.95019,154.69315,153.69295,2717.5137,0.17764944,11.974235,2.3981762
5436,92.64856,153.34392,157.3125,2717.9844,0.17822057,14.931801,2.4095523
5437,91.94502,155.38814,164.13896,2718.5078,0.18179685,14.662015,2.4058816
5438,93.074394,157.6185,168.40198,2719.0027,0.18255943,14.878514,2.3889892
5439,94.50244,155.7032,170.76434,2719.5012,0.17847723,16.411299,2.381427
5440,93.25847,151.87329,162.2513,2720.0256,0.1723237,11.947914,2.3889916
5441,90.65924,146.0628,144.78493,2720.4946,0.15503752,10.628087,2.399469
5442,85.95795,134.33533,125.08112,2721.0178,0.12549117,13.16665,2.4695473
5443,77.97617,136.65468,115.3204,2721.4885,0.11170832,20.35695,2.5130792
5444,82.36794,152.91788,141.90312,2722.0115,0.14306897,15.157643,2.4371662
5445,91.54668,155.33255,166.77237,2722.4812,0.16051,13.414785,2.4092476
5446,91.35164,150.43849,166.21022,2723.0044,0.15359235,19.37865,2.4265268
5447,88.0274,146.8576,155.59607,2723.5278,0.15138647,21.799685,2.4191332
5448,84.64156,145.04831,147.50066,2723.9978,0.13890159,19.931871,2.4318705
5449,84.64799,142.51866,150.66547,2724.5205,0.136895,17.086533,2.4261775
5450,85.50318,135.65128,144.0982,2724.9912,0.12929764,21.135033,2.435305
5451,84.179474,153.47835,136.88666,2725.5151,0.15006098,12.548572,2.3953967
5452,90.337906,166.60684,145.55309,2725.9844,0.18916738,6.2691855,2.3742402
5453,96.81002,161.7387,156.14435,2726.5083,0.18965831,7.7394834,2.432876
5454,96.53321,160.16771,167.76907,2726.9783,0.17620824,9.0134,2.4245625
5455,96.493774,159.86752,171.82947,2727.5022,0.18027198,11.334671,2.3687103
5456,96.09076,160.78432,165.85054,2727.9702,0.18259738,13.254085,2.3586068
5457,95.81619,162.04193,165.43527,2728.4956,0.18322055,12.899417,2.3719099
5458,95.64785,160.08736,168.25432,2729.0198,0.17619212,12.170386,2.420072
5459,94.06607,156.40158,166.59091,2729.4888,0.17229,10.437444,2.4405997
5460,91.12344,154.24805,162.7805,2730.0122,0.16751651,9.893183,2.4230359
5461,90.89224,156.13826,164.05379,2730.4832,0.16742666,9.6068325,2.4008439
5462,90.97172,152.6142,156.77806,2731.0056,0.17061682,10.462557,2.3825588
5463,89.58091,156.98648,148.08044,2731.4753,0.15909502,12.436628,2.3934214
5464,92.7665,168.76706,157.87871,2731.9985,0.16888352,9.752666,2.3998358
5465,96.96205,166.39311,175.31241,2732.522,0.18545254,8.223085,2.3823545
5466,97.63168,164.7272,186.71465,2732.9915,0.18641946,10.243742,2.3658233
5467,99.9783,162.00583,196.14023,2733.5146,0.19411223,11.382851,2.381639
5468,98.16089,157.16441,185.10762,2733.9856,0.18693705,12.030632,2.4022274
5469,94.4946,155.71207,171.27744,2734.509,0.1831805,12.0069,2.3970592
5470,93.152176,155.51994,161.91537,2734.9775,0.18220896,11.0411005,2.3921106
5471,93.12387,154.88622,161.53668,2735.5027,0.17677277,10.627767,2.4004993
5472,93.58596,157.9255,168.00711,2736.0273,0.1757574,9.792815,2.4034505
5473,93.81584,161.86618,174.37791,2736.496,0.18011048,8.625072,2.3823872
5474,94.10725,161.12366,176.52849,2737.0198,0.1812247,8.303634,2.3853464
5475,92.405174,154.61446,161.19386,2737.477,0.17302468,8.030499,2.420278
5476,89.315956,142.48557,154.04773,2738.0303,0.1676611,10.303358,2.4419627
5477,82.31899,138.95622,136.82909,2738.4832,0.1495535,15.6158695,2.5062606
5478,79.652695,148.91972,137.62729,2739.0063,0.15185882,15.622682,2.528948
5479,90.76033,156.8117,162.13622,2739.5298,0.18730451,10.251272,2.43394
5480,94.22882,157.30719,166.86249,2739.9998,0.19172892,10.554743,2.3893273
5481,92.442215,157.17178,177.59592,2740.522,0.18449444,12.779201,2.3796406
5482,92.85471,161.45255,180.71477,2740.9932,0.18948765,16.675983,2.3526611
5483,95.167564,165.48984,181.85217,2741.5164,0.20467952,12.211728,2.3622136
5484,96.30874,158.0149,186.34984,2741.9854,0.2083,6.6649857,2.3806953
5485,91.00654,152.88521,180.17146,2742.5093,0.18061443,8.783584,2.362118
5486,89.0392,158.1216,165.88293,2742.9656,0.15949938,8.047567,2.3910303
5487,92.15929,155.54765,161.40498,2743.519,0.16528843,8.1608715,2.4026954
5488,92.25541,151.4833,161.27219,2743.9712,0.17158157,10.930871,2.3853717
5489,90.88779,153.47084,160.32051,2744.4968,0.17536278,11.653501,2.3945549
5490,91.138954,151.99704,165.82281,2745.0208,0.17579368,9.789286,2.3803582
5491,90.74672,155.10916,155.94968,2745.4897,0.17374702,7.9553146,2.3581913
5492,89.71139,164.63739,139.46904,2745.9893,0.17216249,6.0650997,2.3715193
5493,92.02615,168.71799,141.25056,2746.4895,0.17861,5.2601004,2.4139593
5494,96.918335,165.4634,168.65417,2747.0073,0.19285946,6.8060293,2.39973
5495,97.610306,160.75874,193.2572,2747.4773,0.19333598,9.335314,2.3952518
5496,94.860214,159.7391,191.81442,2748.0005,0.18142764,11.999934,2.4091551
5497,94.06604,162.25775,174.02339,2748.524,0.17742799,11.812457,2.377871
5498,95.0952,163.67134,165.95284,2748.9934,0.1751026,10.577072,2.3538487
5499,95.436554,165.36853,172.48561,2749.5166,0.17207164,9.453433,2.3555927
5500,95.92116,164.47743,180.03746,2749.987,0.17853881,8.40405,2.368485
5501,95.12119,159.0983,168.96344,2750.511,0.17717001,10.076086,2.3673491
5502,92.2801,162.77701,160.49432,2750.9797,0.17050475,10.176457,2.3494658
5503,91.59957,158.69447,156.30774,2751.504,0.1678989,7.6431174,2.3685677
5504,88.847595,143.3015,152.1314,2752.0286,0.15320528,17.985142,2.4034626
5505,84.771805,140.66805,152.51584,2752.4973,0.13794401,25.396255,2.426416
5506,84.09292,138.62044,136.96411,2753.0208,0.12978587,23.078016,2.4499686
5507,79.56078,147.1391,128.38318,2753.4912,0.12851387,18.772398,2.4291363
5508,84.27992,147.03494,144.73268,2754.0144,0.14253157,12.739,2.413098
5509,87.1133,139.0344,148.55777,2754.484,0.1518955,11.36393,2.4211402
5510,83.13829,137.21756,133.80379,2755.0076,0.14840527,11.4831,2.44457
5511,80.878105,143.70729,130.96515,2755.4785,0.15116113,9.800599,2.4267752
5512,83.09113,152.65013,136.25858,2756.0007,0.15671158,7.994657,2.3585606
5513,87.88968,148.67241,147.8249,2756.4707,0.14431901,8.842772,2.3790855
5514,85.69484,144.6284,166.25623,2756.9941,0.1346294,15.297933,2.426602
5515,86.40701,150.85524,163.68777,2757.518,0.15315852,15.437742,2.41469
5516,89.4445,151.66072,154.55396,2757.9875,0.16300735,11.150214,2.4109285
5517,86.817665,151.33769,138.52112,2758.511,0.1511789,10.147866,2.40268
5518,84.591736,153.6532,130.30963,2758.9812,0.15333235,7.7174163,2.4019818
5519,86.02605,151.61151,137.69339,2759.5051,0.15161303,7.6798143,2.421851
5520,88.24451,153.59177,154.81474,2759.9734,0.14853631,8.651729,2.421175
5521,91.39385,154.12424,169.4411,2760.4988,0.17188278,6.11015,2.40068
5522,91.19062,147.68945,151.8933,2761.0227,0.15863632,11.391829,2.3956823
5523,89.55966,146.89319,145.97195,2761.4917,0.153097,14.797342,2.398117
5524,87.97331,149.40915,161.0621,2762.0151,0.1650447,13.062467,2.3997593
5525,86.7054,161.55823,162.96078,2762.4856,0.16979222,14.8121,2.3596828
5526,93.93378,170.8601,153.95764,2763.0085,0.18874525,11.829843,2.3340807
5527,100.2896,170.2847,164.41751,2763.478,0.20710199,10.239301,2.3217876
5528,101.890335,171.12154,180.42331,2764.0015,0.20556705,12.501468,2.3048759
5529,102.90489,175.06448,190.36424,2764.525,0.2022785,11.630887,2.317346
5530,104.87896,179.90373,208.19102,2764.9941,0.2149995,14.845971,2.290883
5531,108.34398,179.34775,211.91678,2765.5173,0.22598559,19.176317,2.2525702
5532,107.71499,172.46104,195.46748,2765.9883,0.20612235,21.11535,2.2737129
5533,103.14429,170.11237,187.59872,2766.5117,0.193293,20.9668,2.3032968
5534,102.5563,173.74301,199.2636,2766.9805,0.20521629,21.302557,2.2975445
5535,104.53175,174.2005,202.52025,2767.5051,0.20651166,19.9782,2.2999296
5536,103.30762,175.83374,197.7216,2768.0305,0.20173633,16.358486,2.304791
5537,104.174355,176.57779,198.43967,2768.4993,0.19928151,13.262656,2.3088517
5538,103.6909,170.4775,181.71692,2769.0225,0.19209528,8.8126,2.3424473
5539,99.55542,166.3697,168.48102,2769.493,0.1826589,9.072034,2.3578522
5540,97.75862,170.15898,173.73366,2770.0164,0.17890318,10.373785,2.3489537
5541,99.65129,175.31625,182.48947,2770.4858,0.19783299,11.022985,2.3390095
5542,103.72497,177.51797,196.5302,2771.0093,0.21972942,11.9367,2.3575687
5543,104.6456,173.31577,198.03722,2771.4802,0.20951611,11.447516,2.3649373
5544,102.174866,171.63449,190.07288,2772.0027,0.20218001,8.4552145,2.3514466
5545,101.936806,171.85681,188.92346,2772.4727,0.20100649,7.443729,2.3436835
5546,102.80281,170.36836,189.50752,2772.9958,0.20383178,9.568116,2.3276079
5547,102.37746,170.74431,193.14407,2773.519,0.20598105,11.669658,2.3199613
5548,102.21968,173.55283,193.3258,2773.9885,0.20191896,10.366643,2.320825
5549,102.183975,180.90454,189.25662,2774.512,0.21173334,7.2591996,2.3426988
5550,104.4128,185.08731,197.47762,2774.9822,0.22672823,7.1749167,2.3533747
5551,108.016525,182.29161,212.17343,2775.5059,0.230849,9.822715,2.3059962
5552,108.09069,176.37985,208.51935,2775.9744,0.2163884,13.356799,2.2863722
5553,104.716515,172.06177,195.86559,2776.4993,0.19006667,16.191683,2.3097253
5554,102.49666,173.31586,188.79958,2777.0237,0.1833858,12.809341,2.3142474
5555,102.448975,176.37717,181.81804,2777.4924,0.18444303,10.56457,2.36754
5556,103.797745,179.79866,189.51718,2778.016,0.19627997,12.762216,2.3887396
5557,106.301506,178.95407,208.32594,2778.4873,0.21546613,15.517417,2.3093932
5558,106.37905,174.92252,208.85513,2779.0103,0.21218209,14.462529,2.2808244
5559,104.14707,170.9348,193.7512,2779.48,0.199653,13.2697,2.3039775
5560,102.03583,170.13045,179.6713,2780.0032,0.18823472,10.639667,2.3222215
5561,102.94151,176.75932,190.57756,2780.5269,0.19290899,8.4288,2.316351
5562,104.91725,177.16089,194.06073,2780.9963,0.19808106,10.598685,2.3165557
5563,103.66794,173.69994,187.64503,2781.5193,0.196875,10.645933,2.3252091
5564,102.79779,180.84695,196.54553,2781.99,0.20327002,6.943767,2.3225925
5565,106.09414,186.5296,216.8634,2782.5137,0.21167848,9.569071,2.2886195
5566,109.93057,190.46127,238.58206,2782.9824,0.22699316,11.636214,2.2683258
5567,113.916084,194.28462,254.97032,2783.5066,0.23724225,13.873334,2.2639215
5568,114.98558,188.5405,246.89491,2784.0054,0.21422166,19.526167,2.2648582
5569,113.282104,185.96487,240.8134,2784.5,0.205598,19.295614,2.2511656
5570,112.86719,191.87672,230.10078,2784.9683,0.21885106,12.067315,2.2661684
5571,116.29199,193.4253,220.57878,2785.4937,0.22813667,6.589817,2.400998
5572,114.98208,192.52695,226.91519,2786.0173,0.22678995,7.6009283,2.4082227
5573,110.975174,191.5466,223.11002,2786.4868,0.214676,10.417058,2.3146548
5574,109.31588,188.29697,218.86916,2787.0103,0.20629588,10.925533,2.3049362
5575,109.76301,183.20111,215.21674,2787.4814,0.20276777,9.684951,2.325929
5576,108.77728,177.6824,204.97054,2788.0037,0.1930158,15.193271,2.334339
5577,108.12557,181.8546,202.176,2788.4739,0.1937015,14.6716,2.3102572
5578,109.99152,183.68704,231.47713,2788.997,0.19658002,11.043067,2.3046746
5579,109.61372,171.38824,237.69812,2789.521,0.18375298,11.999515,2.3365808
5580,101.390854,169.61493,199.83377,2789.9902,0.16967,11.419029,2.368622
5581,97.78744,177.85222,190.03647,2790.5137,0.17858835,7.199116,2.3807304
5582,104.61289,184.54395,206.44725,2790.984,0.1934847,5.1407,2.3470855
5583,109.13513,187.124,209.88504,2791.5078,0.19678952,5.827699,2.335021
5584,111.234116,182.60211,215.29445,2791.9763,0.20208211,6.0478144,2.344145
5585,110.037796,175.27196,199.85628,2792.5012,0.18695,6.5929337,2.3827472
5586,103.93842,163.19414,167.79584,2793.0254,0.1706805,6.6054716,2.439753
5587,94.79602,146.83505,149.50302,2793.4946,0.17072651,5.1942716,2.4563956
5588,80.73601,136.45537,146.42459,2794.0178,0.16116765,5.0598664,2.5323896
5589,75.21478,143.87827,154.3649,2794.4883,0.14155167,6.895983,2.5768301
5590,84.904686,148.89519,179.82991,2795.0115,0.1500042,6.9194713,2.5363104
5591,87.362076,136.3168,208.70328,2795.481,0.142575,6.4908,2.6039271
5592,75.04144,122.52753,182.54434,2796.0042,0.11724412,7.3225837,2.6813543
5593,70.113525,124.7345,138.96028,2796.5276,0.12366102,9.325714,2.625031
5594,72.29856,126.09901,140.69855,2796.9976,0.12645896,9.851044,2.6004257
5595,72.62538,124.276,141.26787,2797.52,0.12185555,9.368833,2.610036
5596,71.11784,120.669106,137.5516,2797.991,0.11112882,9.20945,2.6168623
5597,68.48824,118.43834,132.38638,2798.5144,0.1045805,9.641357,2.64543
5598,66.65277,117.78322,135.46724,2798.9836,0.105567895,10.202515,2.6599598
5599,65.73191,116.83634,143.85223,2799.5078,0.10667222,10.6542845,2.6555147
5600,65.62276,115.40246,143.74783,2799.978,0.10265764,10.645267,2.6547422
5601,65.02922,114.20805,139.25595,2800.502,0.0970035,10.754343,2.6554515
5602,64.84812,114.30091,137.21225,2800.9705,0.09472474,10.580571,2.6492474
5603,65.232925,114.9869,136.03156,2801.4954,0.09719166,9.784717,2.6361096
5604,65.73974,115.366356,143.984,2802.0193,0.101431064,9.441971,2.6333382
5605,65.98689,114.81686,150.10434,2802.4888,0.101798,9.571271,2.6316946
5606,65.461945,114.305565,148.11302,2803.012,0.09744998,9.91155,2.6308665
5607,65.1868,115.45379,146.11253,2803.4832,0.09806056,9.475551,2.63347
5608,65.45843,115.81819,146.40274,2804.0056,0.100641035,8.845799,2.6322224
5609,65.28078,114.86039,144.35812,2804.4753,0.099904515,9.148171,2.6367924
5610,65.32106,115.171616,143.42058,2804.9985,0.10097117,9.036834,2.639488
5611,66.34529,115.64962,149.39822,2805.522,0.102428004,8.504128,2.6301954
5612,66.661224,115.06321,151.21902,2805.9915,0.09971949,8.6408,2.6259613
5613,66.2459,114.43971,152.79713,2806.5146,0.093948334,9.0147505,2.6266396
5614,65.71925,113.1477,149.27997,2806.9849,0.09113471,9.7263,2.6331508
5615,64.75141,110.85056,134.03998,2807.5085,0.087303,11.138385,2.6384966
5616,63.29432,108.5681,128.68425,2807.9773,0.07920842,13.045515,2.645919
5617,61.849174,107.0446,132.86302,2808.502,0.071721666,17.012651,2.649625
5618,62.309353,107.3356,133.03087,2809.0266,0.07969475,21.166656,2.6301525
5619,62.834534,107.48551,130.40591,2809.4954,0.08702101,23.317057,2.6142082
5620,62.2987,107.922386,143.41806,2810.0193,0.07998177,23.2898,2.6131122
5621,62.215645,108.99436,155.94914,2810.49,0.07113834,19.338951,2.6222067
5622,62.110363,108.60922,154.18788,2811.0134,0.0678021,15.321742,2.630404
5623,61.78078,108.08942,170.42368,2811.483,0.068126,13.922327,2.6287708
5624,61.834034,108.707985,310.447,2812.0059,0.07267353,13.424251,2.628395
5625,62.05595,110.0898,343.69208,2812.5295,0.086279005,12.448814,2.6268804
5626,62.87084,111.19601,194.79095,2812.9993,0.092698425,11.508042,2.616117
5627,64.04516,112.71526,81.15649,2813.522,0.09726666,10.056632,2.6043794
5628,64.983406,113.68316,76.74387,2813.993,0.104095876,8.9149,2.5987692
5629,65.19066,113.15471,78.24208,2814.5164,0.10203049,9.890572,2.6024394
5630,64.76552,112.01501,78.35308,2814.9854,0.09591631,10.776686,2.6196942
5631,63.51791,109.72746,73.39323,2815.509,0.084014446,12.012401,2.6443195
5632,61.58379,108.40958,70.08848,2815.9792,0.07478529,13.086234,2.6519907
5633,61.37977,109.233536,75.115746,2816.5027,0.073311,13.5262575,2.6425636
5634,62.778027,110.56366,79.61536,2816.9712,0.07827525,12.632142,2.6220846
5635,64.67382,111.37385,83.79428,2817.4963,0.08477944,11.691383,2.596965
5636,65.00897,111.61249,90.09385,2818.0203,0.08343001,11.8694,2.5870667
5637,65.21447,112.26902,94.70628,2818.4895,0.08410851,12.002886,2.5712855
5638,66.21429,112.78314,97.583664,2819.0132,0.088578835,12.633599,2.5532517
5639,66.28049,112.09104,99.44607,2819.484,0.0906539,13.05285,2.5517657
5640,65.88659,110.5662,100.058685,2820.0066,0.09020525,13.747142,2.5519326
5641,65.26776,109.113365,101.116714,2820.4766,0.089203015,14.360171,2.5518403
5642,64.32258,107.02186,103.51921,2821,0.088637054,15.8576,2.561656
5643,63.33482,104.81636,104.60884,2821.524,0.09021099,20.203428,2.5791225
5644,62.390858,104.1688,106.18801,2821.9934,0.09270368,20.621456,2.5855913
5645,62.00787,104.85877,108.20773,2822.5112,0.092709415,17.979416,
5646,62.176758,105.348335,108.45755,2823.011,0.091778114,16.934965,
5647,62.180748,105.21348,,2823.5105,0.092188,14.109743,
5648,62.235645,105.15444,,2823.9795,0.09255157,13.098715,
5649,62.2368,105.126434,,2824.504,0.09238889,13.560551,
5650,62.255524,105.14411,,2825.0286,,14.255785,
5651,62.25141,105.04387,,2825.4973,,15.966443,
5652,62.26248,104.835915,,2826.0205,,15.686417,
5653,62.259018,105.023285,,2826.4912,,12.496433,
5654,62.244236,105.214806,,2827.0144,,11.486714,
5655,62.25239,105.273026,,2827.4836,,12.319971,
5656,62.267838,105.31453,,2828.0068,,11.977734,
5657,62.28173,105.368935,,2828.4783,,9.731233,
5658,62.285374,105.42622,,2829.0005,,8.051986,
5659,62.283398,105.46043,,2829.4702,,7.6675425,
5660,62.278915,105.46058,,2829.994,,7.719717,
5661,62.27892,105.46059,,2830.517,,7.866829,
5662,62.27892,105.46058,,2830.987,,7.9858003,
5663,62.278915,105.46058,,2831.5107,,7.95445,
5664,62.278915,105.46058,,2831.981,,7.83225,
5665,62.27892,105.46059,,2832.505,,7.7069573,
5666,62.27892,105.46058,,2832.9734,,7.6740565,
5667,62.278915,105.46058,,2833.498,,7.758766,
5668,62.27892,105.46058,,2834.0225,,8.173444,
5669,62.27892,105.46059,,2834.4917,,8.164372,
5670,62.278915,105.46058,,2835.015,,7.6324997,
5671,62.278915,105.46058,,2835.4856,,7.4669666,
5672,62.27892,105.46058,,2836.0085,,,
5673,62.27892,105.46059,,2836.478,,,
5674,62.278915,105.46058,,2837.0015,,,
5675,62.27892,105.46059,,2837.525,,,
5676,62.27892,105.46058,,2837.9941,,,
5677,62.278915,105.46058,,2838.517,,,
5678,62.278915,105.46058,,2838.9875,,,
5679,62.27892,105.46059,,2839.5112,,,
5680,62.27892,105.46058,,2839.9805,,,
5681,62.278915,105.46058,,2840.505,,,
5682,62.27892,105.46058,,2841.0295,,,
5683,62.27892,105.46059,,2841.4985,,,
5684,62.278915,105.46058,,2842.022,,,
5685,62.278915,105.46058,,2842.4087,,,
5686,62.278915,105.46058,,2842.6604,,,
5687,62.278908,105.46059,,,,,
5688,62.2789,105.4606,,,,,
5689,,,97.630486,0.23969232,,,
5690,,,108.255974,0.5052846,,,
5691,,,124.0086,0.99266666,,,
5692,,,114.97307,1.5185616,,,
5693,,,92.79071,1.9850639,,,
5694,,,77.027565,2.5112,,,
5695,,,72.01824,2.9777832,,,
5696,,,73.15655,3.5041003,,,
5697,66.9192,,76.645,3.9902537,,,
5698,70.921234,,78.12124,4.496912,,,
5699,77.45993,,79.842285,5.023464,,,
5700,82.53687,,85.04879,5.489639,,,
5701,86.98469,,96.81882,6.015783,,,
